District ,Mandal,Muncipality,WardName,female,male,transgender
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  12,294,194,
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  13,267,161,
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  2,866,563,3
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  3,293,154,2
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  4,274,124,
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  5,338,188,
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  6,712,396,
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  7,715,448,2
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  8,2397,1542,11
MAHABUBNAGAR,GADWAL,Gadwal,Revenue Ward No  9,1008,685,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.1,212,124,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.10,237,166,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.11,271,217,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.12,240,188,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.13,496,376,1
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.14,403,292,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.15,375,278,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.16,174,84,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.17,422,263,2
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.18,565,353,1
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.19,246,152,1
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.2,176,139,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.20,456,298,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.22,2,2,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.3,192,146,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.4,223,162,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.5,251,145,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.6,183,92,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.7,350,196,1
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.8,159,110,
MAHABUBNAGAR,IEEJ,Ieeja,Revenue Ward No.9,195,110,1
MAHABUBNAGAR,JADCHERLA,Jadcherla,Revenue Ward No.1,11,6,
MAHABUBNAGAR,JADCHERLA,Jadcherla,Revenue Ward No.14,,1,
MAHABUBNAGAR,JADCHERLA,Jadcherla,Revenue Ward No.15,5,2,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.1,84,42,1
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.10,361,254,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.11,273,166,1
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.12,121,66,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.13,152,76,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.14,171,95,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.15,216,111,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.16,213,135,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.17,71,35,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.18,141,73,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.19,266,125,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.2,120,55,1
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.20,94,58,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.21,1,1,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.23,1,,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.25,27,17,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.3,134,59,1
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.4,212,126,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.5,144,91,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.6,143,61,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.7,57,16,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.8,132,55,
MAHABUBNAGAR,KALWAKURTHY,Kalwakurthy,Revenue Ward No.9,169,103,1
MAHABUBNAGAR,KODANGAL,NULL,NULL,1,3,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.1,382,323,2
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.10,113,74,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.11,295,231,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.12,155,98,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.13,148,89,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.14,263,173,1
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.15,80,64,1
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.16,100,61,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.17,284,245,2
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.18,242,211,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.19,124,70,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.2,192,131,2
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.20,195,124,1
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.21,1,,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.27,1,,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.3,359,218,1
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.4,264,176,3
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.5,279,169,1
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.6,265,164,3
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.7,122,66,
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.8,142,67,1
MAHABUBNAGAR,KOLLAPUR,Kollapur,Revenue Ward No.9,135,77,1
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Appanapally,420,223,1
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Bandameedipally village,831,479,5
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Boyapally Village,1047,716,2
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Chinnadarpally,934,639,4
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Christainpally Village,1434,582,7
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Doddalonipally Village,901,559,1
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Palkonda,517,301,5
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Revenue Ward No  2,516,236,1
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Revenue Ward No  3,2254,1102,2
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Revenue Ward No  4,1104,459,7
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Revenue Ward No  5,1954,961,6
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Revenue Ward No  6,1266,644,3
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Revenue Ward No  7,724,280,1
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Revenue Ward No  8,529,178,3
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Revenue Ward No 1,5889,2880,24
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Timmasanapally,410,249,1
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Yedira village,599,322,3
MAHABUBNAGAR,MAHBUBNAGAR,Mahabubnagar,Yenugonda,995,441,2
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.1,106,62,2
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.10,382,240,3
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.11,202,104,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.12,198,92,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.13,222,136,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.14,43,11,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.15,122,55,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.16,240,132,1
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.17,215,117,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.18,219,136,2
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.19,87,32,1
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.2,127,46,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.20,121,60,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.3,133,65,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.4,135,64,1
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.5,114,53,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.6,74,36,1
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.7,95,38,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.8,226,145,
MAHABUBNAGAR,NAGARKURNOOL,Nagarkarnool,Revenue Ward No.9,143,73,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  1,336,197,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  10,215,118,2
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  11,150,67,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  12,244,143,1
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  2,405,202,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  3,179,84,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  4,228,125,1
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  5,287,176,1
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  6,237,150,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  7,489,335,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  8,508,316,1
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No  9,203,117,1
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No 17,287,189,1
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No 18,115,62,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No 19,137,70,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No 20,177,110,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No 21,206,150,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No 22,334,238,1
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No 23,352,220,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No: 15,306,170,
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No: 16,325,212,1
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Ward No:14,507,341,3
MAHABUBNAGAR,NARAYANPET,Narayanpet,Revenue Wardno.13,236,154,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  1,438,289,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  10,200,79,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  11,274,142,2
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  12,142,47,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  13,414,223,2
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  14,283,127,2
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  15,168,75,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  16,204,94,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  17,628,456,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  18,438,246,3
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  19,257,144,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  2,256,132,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  20,233,101,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  3,343,166,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  4,585,390,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  5,644,428,3
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  6,424,298,2
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  7,342,252,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  8,242,141,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No  9,536,375,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No 21,95,31,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No 22,78,18,1
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No 23,106,44,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No 24,191,65,
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No 25,122,40,2
MAHABUBNAGAR,WANAPARTHY,Wanaparthy,Revenue Ward No 26,385,213,1
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.1,171,80,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.10,126,63,1
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.11,212,101,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.12,249,124,3
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.13,146,80,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.14,192,108,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.15,159,81,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.16,195,130,1
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.17,69,53,1
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.18,118,34,1
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.19,76,49,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.2,131,80,1
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.20,120,60,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.3,118,68,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.4,153,95,1
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.5,186,98,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.6,254,144,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.7,206,97,2
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.8,66,40,
MEDAK,ANDOLE,Andole-Jogipet,Revenue Ward No.9,61,35,
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.1,850,333,3
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.10,180,120,
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.11,314,191,
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.2,247,147,
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.3,669,326,1
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.4,580,355,2
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.5,300,146,6
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.6,383,208,
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.7,408,278,
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.8,281,133,2
MEDAK,CHEGUNTA,Chegunta,Revenue Ward No.9,302,165,2
MEDAK,DUBBAK,Dubak,Revenue Ward No.1,1362,807,4
MEDAK,DUBBAK,Dubak,Revenue Ward No.10,184,79,1
MEDAK,DUBBAK,Dubak,Revenue Ward No.11,161,114,
MEDAK,DUBBAK,Dubak,Revenue Ward No.12,35,29,
MEDAK,DUBBAK,Dubak,Revenue Ward No.13,2,1,
MEDAK,DUBBAK,Dubak,Revenue Ward No.14,24,13,
MEDAK,DUBBAK,Dubak,Revenue Ward No.15,5,4,
MEDAK,DUBBAK,Dubak,Revenue Ward No.16,59,29,
MEDAK,DUBBAK,Dubak,Revenue Ward No.17,27,9,
MEDAK,DUBBAK,Dubak,Revenue Ward No.18,21,6,
MEDAK,DUBBAK,Dubak,Revenue Ward No.19,2,1,
MEDAK,DUBBAK,Dubak,Revenue Ward No.2,219,93,3
MEDAK,DUBBAK,Dubak,Revenue Ward No.23,1,1,
MEDAK,DUBBAK,Dubak,Revenue Ward No.24,1,1,
MEDAK,DUBBAK,Dubak,Revenue Ward No.25,1,1,
MEDAK,DUBBAK,Dubak,Revenue Ward No.3,129,60,1
MEDAK,DUBBAK,Dubak,Revenue Ward No.4,98,51,
MEDAK,DUBBAK,Dubak,Revenue Ward No.5,88,35,
MEDAK,DUBBAK,Dubak,Revenue Ward No.6,120,63,
MEDAK,DUBBAK,Dubak,Revenue Ward No.7,142,66,
MEDAK,DUBBAK,Dubak,Revenue Ward No.8,40,20,
MEDAK,DUBBAK,Dubak,Revenue Ward No.9,103,61,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.1,512,328,1
MEDAK,GAJWEL,Gajwel,Revenue Ward No.10,139,49,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.11,281,147,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.12,283,164,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.13,228,108,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.14,214,97,2
MEDAK,GAJWEL,Gajwel,Revenue Ward No.15,126,51,1
MEDAK,GAJWEL,Gajwel,Revenue Ward No.16,154,95,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.17,414,255,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.18,151,92,1
MEDAK,GAJWEL,Gajwel,Revenue Ward No.2,393,191,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.3,277,144,1
MEDAK,GAJWEL,Gajwel,Revenue Ward No.4,356,190,2
MEDAK,GAJWEL,Gajwel,Revenue Ward No.5,331,171,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.6,286,150,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.7,276,160,1
MEDAK,GAJWEL,Gajwel,Revenue Ward No.8,429,244,
MEDAK,GAJWEL,Gajwel,Revenue Ward No.9,497,307,2
MEDAK,MEDAK,Medak,Revenue ward 10,253,127,1
MEDAK,MEDAK,Medak,Revenue ward 11,395,242,2
MEDAK,MEDAK,Medak,Revenue ward 12,353,198,3
MEDAK,MEDAK,Medak,Revenue ward 13,411,215,1
MEDAK,MEDAK,Medak,Revenue ward 14,127,59,
MEDAK,MEDAK,Medak,Revenue ward 15,150,54,
MEDAK,MEDAK,Medak,Revenue ward 16,205,90,
MEDAK,MEDAK,Medak,Revenue ward 17,169,71,
MEDAK,MEDAK,Medak,Revenue ward 18,155,61,
MEDAK,MEDAK,Medak,Revenue ward 19,128,36,
MEDAK,MEDAK,Medak,Revenue ward 20,163,77,1
MEDAK,MEDAK,Medak,Revenue ward 21,289,136,3
MEDAK,MEDAK,Medak,Revenue ward 22,79,52,
MEDAK,MEDAK,Medak,Revenue ward 23,137,51,
MEDAK,MEDAK,Medak,Revenue ward 24,117,60,
MEDAK,MEDAK,Medak,Revenue ward 25,246,119,
MEDAK,MEDAK,Medak,Revenue ward 26,256,127,1
MEDAK,MEDAK,Medak,Revenue ward 27,306,196,2
MEDAK,MEDAK,Medak,Revenue ward 4,170,77,1
MEDAK,MEDAK,Medak,Revenue ward 5,196,95,
MEDAK,MEDAK,Medak,Revenue ward 6,214,70,
MEDAK,MEDAK,Medak,Revenue ward 7,177,79,
MEDAK,MEDAK,Medak,Revenue ward 8,215,120,2
MEDAK,MEDAK,Medak,Revenue ward 9,158,77,1
MEDAK,MEDAK,Medak,Revenue Ward No  1,141,38,1
MEDAK,MEDAK,Medak,Revenue Ward No  2,425,233,2
MEDAK,MEDAK,Medak,Revenue Ward No  3,245,107,2
MEDAK,SADASIVPET,Sadasivpet,Revenue Ward No  1,931,554,4
MEDAK,SADASIVPET,Sadasivpet,Revenue Ward No  2,379,257,1
MEDAK,SADASIVPET,Sadasivpet,Revenue Ward No  3,296,189,1
MEDAK,SADASIVPET,Sadasivpet,Revenue Ward No  4,696,411,
MEDAK,SADASIVPET,Sadasivpet,Revenue Ward No  5,311,157,1
MEDAK,SADASIVPET,Sadasivpet,Revenue Ward No  6,202,112,1
MEDAK,SADASIVPET,Sadasivpet,Revenue Ward No  7,303,152,1
MEDAK,SADASIVPET,Sadasivpet,Revenue Ward No  8,2699,1367,7
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No  1,1199,566,4
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No  2,485,227,3
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No  3,197,70,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No  4,293,126,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No  5,166,79,2
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No  6,281,131,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 10,547,257,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 11,163,39,2
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 12,40,26,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 13,182,101,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 14,115,88,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 15,91,55,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 16,187,124,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 17,167,104,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 18,182,65,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 19,305,173,2
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 20,92,35,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 21,315,209,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 22,145,62,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 23,168,74,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 24,142,57,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 25,343,176,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 26,96,51,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 27,121,54,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 28,50,21,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 29,98,43,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 30,27,11,1
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 31,17,7,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No 9,28,6,
MEDAK,SANGAREDDY,Sangareddy,Revenue Ward No.7,245,140,
MEDAK,SANGAREDDY,Sangareddy,Revinue Ward 8,270,135,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  1,518,246,2
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  10,491,254,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  11,577,324,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  12,394,250,2
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  2,422,162,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  3,301,135,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  4,237,81,2
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  5,415,137,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  6,513,197,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  7,589,281,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  8,880,561,3
MEDAK,SIDDIPET,Siddipet,Revenue Ward No  9,639,312,5
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 13,202,46,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 14,381,156,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 15,315,119,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 16,189,79,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 17,323,119,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 18,172,65,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 19,143,56,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 20,279,157,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 21,280,118,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 22,355,108,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 23,508,232,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 24,491,204,2
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 25,515,210,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 26,657,301,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 27,521,267,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 28,745,321,5
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 29,763,457,3
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 30,460,202,
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 31,573,320,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 32,291,110,3
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 33,277,129,1
MEDAK,SIDDIPET,Siddipet,Revenue Ward No 34,510,301,1
MEDAK,ZAHIRABAD,Zaheerabad,Aryanagar,430,264,2
MEDAK,ZAHIRABAD,Zaheerabad,Other Villages,671,464,4
MEDAK,ZAHIRABAD,Zaheerabad,Reveenue Ward7,170,72,
MEDAK,ZAHIRABAD,Zaheerabad,Revenue Ward  6,518,353,
MEDAK,ZAHIRABAD,Zaheerabad,Revenue Ward No  1,597,401,
MEDAK,ZAHIRABAD,Zaheerabad,Revenue Ward No  2,808,561,2
MEDAK,ZAHIRABAD,Zaheerabad,Revenue Ward No  3,1059,843,8
MEDAK,ZAHIRABAD,Zaheerabad,Revenue Ward No  4,730,420,2
