District ,Mandal,GP,female,male,transgender
KARIMNAGAR,KARIMNAGAR,CHEGURTI,507,237,
KARIMNAGAR,KARIMNAGAR,CHERLABUTHKUR,761,447,5
KARIMNAGAR,KARIMNAGAR,CHINTAKUNTA,1461,896,3
KARIMNAGAR,KARIMNAGAR,DURSHED,754,398,1
KARIMNAGAR,KARIMNAGAR,ELBOTHARAM,365,195,
KARIMNAGAR,KARIMNAGAR,ELGANDAL,841,424,4
KARIMNAGAR,KARIMNAGAR,FAKIRPET,97,44,
KARIMNAGAR,KARIMNAGAR,GOPALPOOR,632,403,
KARIMNAGAR,KARIMNAGAR,IRUKULLA,280,169,
KARIMNAGAR,KARIMNAGAR,JUBLINAGAR,251,143,
KARIMNAGAR,KARIMNAGAR,KAMANPUR,532,347,3
KARIMNAGAR,KARIMNAGAR,KHAJIPUR,331,205,1
KARIMNAGAR,KARIMNAGAR,KOTHAPALLI,1958,813,3
KARIMNAGAR,KARIMNAGAR,MALKAPUR,844,388,1
KARIMNAGAR,KARIMNAGAR,MAQDUMPUR,649,349,
KARIMNAGAR,KARIMNAGAR,NAGULAMALIAL,617,416,1
KARIMNAGAR,KARIMNAGAR,NAGUNUR,1178,658,2
KARIMNAGAR,KARIMNAGAR,NALLAGUNTAPALLY,124,77,
KARIMNAGAR,KARIMNAGAR,PADMANAGAR,187,67,
KARIMNAGAR,KARIMNAGAR,REKURTHI,1655,1032,5
KARIMNAGAR,KARIMNAGAR,SEETHARAMPUR,363,162,
KARIMNAGAR,KARIMNAGAR,THEEGALAGUTTAPALLY,1051,505,
KARIMNAGAR,KARIMNAGAR,WALLAMPAHAD,283,124,1
KARIMNAGAR,KOHEDA,BASWAPUR,985,591,3
KARIMNAGAR,KOHEDA,CHENCHELCHERUPALLE,425,283,
KARIMNAGAR,KOHEDA,GOTTALAMITTA,162,95,1
KARIMNAGAR,KOHEDA,GUNDAREDDIPALLI,506,310,1
KARIMNAGAR,KOHEDA,KACHAPUR,122,89,1
KARIMNAGAR,KOHEDA,KOHEDA,1003,614,2
KARIMNAGAR,KOHEDA,KURELLA,614,386,2
KARIMNAGAR,KOHEDA,MYSAMPALLI,333,217,
KARIMNAGAR,KOHEDA,NAGASAMUDRALA,397,250,
KARIMNAGAR,KOHEDA,NARAYANAPUR,387,226,1
KARIMNAGAR,KOHEDA,PARIVEDA,543,357,2
KARIMNAGAR,KOHEDA,POREDDIPALLY,171,107,
KARIMNAGAR,KOHEDA,RAMCHANDRAPUR,390,244,1
KARIMNAGAR,KOHEDA,SAMUDRALA,767,495,
KARIMNAGAR,KOHEDA,SANIGARAM,1105,577,5
KARIMNAGAR,KOHEDA,SRIRAMULAPALLI,364,200,1
KARIMNAGAR,KOHEDA,THANGALLAPALLI,739,376,4
KARIMNAGAR,KOHEDA,THEEGALAGUNTAPALLI,318,172,1
KARIMNAGAR,KOHEDA,VARIKOLU,510,293,2
KARIMNAGAR,KOHEDA,VENKATESHWARLAPALLI,225,159,1
KARIMNAGAR,KOHEDA,VINJAPALLY,616,386,
KARIMNAGAR,KONARAOPETA,BAUSAIPET,780,509,2
KARIMNAGAR,KONARAOPETA,DHARMARAM,586,377,
KARIMNAGAR,KONARAOPETA,EGLASPUR,139,91,
KARIMNAGAR,KONARAOPETA,KANAGARTHY,570,298,2
KARIMNAGAR,KONARAOPETA,KOLANUR,608,385,3
KARIMNAGAR,KONARAOPETA,KONARAOPETA,1024,622,2
KARIMNAGAR,KONARAOPETA,KONDAPURAM,355,219,
KARIMNAGAR,KONARAOPETA,MALKAPET,477,279,
KARIMNAGAR,KONARAOPETA,MAMIDIPALLE,672,379,2
KARIMNAGAR,KONARAOPETA,MANGALAMPALLI,157,102,1
KARIMNAGAR,KONARAOPETA,MARRIMADLA,404,239,
KARIMNAGAR,KONARAOPETA,MARTHANPET,276,150,
KARIMNAGAR,KONARAOPETA,NAGARAM,257,158,
KARIMNAGAR,KONARAOPETA,NIMMAPALLI,987,616,1
KARIMNAGAR,KONARAOPETA,NIZAMABAD,815,477,4
KARIMNAGAR,KONARAOPETA,PALLIMAKTHA,297,201,1
KARIMNAGAR,KONARAOPETA,RAMANNAMPET,231,171,1
KARIMNAGAR,KONARAOPETA,SIVANGALAPALLE,174,85,
KARIMNAGAR,KONARAOPETA,SUDDALA,508,283,2
KARIMNAGAR,KONARAOPETA,VATTIMALLA,784,445,
KARIMNAGAR,KONARAOPETA,VENKATRAOPETA,339,193,
KARIMNAGAR,MANAKONDUR,ANNARAM,1105,672,1
KARIMNAGAR,MANAKONDUR,CHENJERLA,910,573,3
KARIMNAGAR,MANAKONDUR,DEVAMPALLI,558,386,
KARIMNAGAR,MANAKONDUR,EDULAGATTAPALLI,399,244,
KARIMNAGAR,MANAKONDUR,GANGIPALLI,1218,814,3
KARIMNAGAR,MANAKONDUR,GATTUDUDDENAPALLI,742,544,3
KARIMNAGAR,MANAKONDUR,JAGGAIAHPALLI,254,158,2
KARIMNAGAR,MANAKONDUR,KALLEDA,376,262,2
KARIMNAGAR,MANAKONDUR,KHADERGUDEM,208,151,1
KARIMNAGAR,MANAKONDUR,KONDAPALKALA,1390,898,5
KARIMNAGAR,MANAKONDUR,LALITHAPOOR,191,141,4
KARIMNAGAR,MANAKONDUR,LAXMIPOOR,381,257,
KARIMNAGAR,MANAKONDUR,LINGAPUR,482,297,
KARIMNAGAR,MANAKONDUR,MADDIKUNTA,285,185,2
KARIMNAGAR,MANAKONDUR,MANAKONDUR,1581,983,6
KARIMNAGAR,MANAKONDUR,MUNJAMPALLI,514,294,3
KARIMNAGAR,MANAKONDUR,PACHUNOOR,937,618,
KARIMNAGAR,MANAKONDUR,POCHAMPALLI,200,141,
KARIMNAGAR,MANAKONDUR,RANGAPET,452,300,1
KARIMNAGAR,MANAKONDUR,SADASIVAPALLY,261,184,2
KARIMNAGAR,MANAKONDUR,SRINIVAS NAGAR,304,190,1
KARIMNAGAR,MANAKONDUR,UTOOR,918,553,1
KARIMNAGAR,MANAKONDUR,VANNARAM,324,232,1
KARIMNAGAR,MANAKONDUR,VEGURUPALLY,523,314,2
KARIMNAGAR,MANAKONDUR,VELDI,550,343,1
KARIMNAGAR,MUSTABAD,AUNOOR,992,539,2
KARIMNAGAR,MUSTABAD,BANDANKAL,964,643,5
KARIMNAGAR,MUSTABAD,CHEEKOD,711,476,
KARIMNAGAR,MUSTABAD,CHIPPALAPALLY,386,281,2
KARIMNAGAR,MUSTABAD,GUDEM,1074,631,5
KARIMNAGAR,MUSTABAD,GUDUR,216,148,
KARIMNAGAR,MUSTABAD,KONDAPUR,692,415,4
KARIMNAGAR,MUSTABAD,MADDIKUNTA,353,203,
KARIMNAGAR,MUSTABAD,MOINKUNTA,371,212,
KARIMNAGAR,MUSTABAD,MORAIPALLY,375,224,
KARIMNAGAR,MUSTABAD,MUSTHABAD,1967,1157,5
KARIMNAGAR,MUSTABAD,NAMAPUR,925,544,
KARIMNAGAR,MUSTABAD,POTHUGAL,1348,838,2
KARIMNAGAR,MUSTABAD,TERLUMADDI,685,456,1
KARIMNAGAR,ODELA,GOPURAPALLY,288,179,
KARIMNAGAR,ODELA,GUDEM,223,140,
KARIMNAGAR,ODELA,GUMPULA,566,341,
KARIMNAGAR,ODELA,GUNDLAPALLI,391,268,1
KARIMNAGAR,ODELA,HARIPUR,211,151,2
KARIMNAGAR,ODELA,INDURTHI,452,334,
KARIMNAGAR,ODELA,JEELAKUNTA,535,322,2
KARIMNAGAR,ODELA,KANGARTHI,1001,634,4
KARIMNAGAR,ODELA,KOLANOOR,1052,630,3
KARIMNAGAR,ODELA,KOMERA,565,322,1
KARIMNAGAR,ODELA,MADAKA,436,290,1
KARIMNAGAR,ODELA,NAMSANIPALLE,443,343,1
KARIMNAGAR,ODELA,ODELA,1754,1183,6
KARIMNAGAR,ODELA,POTHKAPALLE,779,479,1
KARIMNAGAR,ODELA,ROOPNARAYANAPET,272,164,2
KARIMNAGAR,ODELA,SANAGONDA,271,177,5
KARIMNAGAR,ODELA,UPPARAPALLY,267,183,
KARIMNAGAR,RAMADUGU,CHIPPAKURTHI,200,123,
KARIMNAGAR,RAMADUGU,DATHOJIPET,303,177,
KARIMNAGAR,RAMADUGU,DESHRAJPALLE,713,408,2
KARIMNAGAR,RAMADUGU,GOLIRAMAIAHPALLI,140,70,
KARIMNAGAR,RAMADUGU,GOPALRAOPET,1260,742,2
KARIMNAGAR,RAMADUGU,GUNDI,467,215,4
KARIMNAGAR,RAMADUGU,KISTAPUR,129,71,
KARIMNAGAR,RAMADUGU,KOKKERAKUNTA,489,287,
KARIMNAGAR,RAMADUGU,KORATPALLI,213,151,
KARIMNAGAR,RAMADUGU,LAXMIPUR,356,189,
KARIMNAGAR,RAMADUGU,MOTHE,286,151,
KARIMNAGAR,RAMADUGU,RAMADUGU,1175,676,1
KARIMNAGAR,RAMADUGU,RAMCHANDRAPOOR,251,150,
KARIMNAGAR,RAMADUGU,RANGASAIPALLI,337,214,
KARIMNAGAR,RAMADUGU,RUDRARAM,332,145,1
KARIMNAGAR,RAMADUGU,SHANAGAR,528,329,1
KARIMNAGAR,RAMADUGU,SRIRAMULAPALLI,211,129,2
KARIMNAGAR,RAMADUGU,THIRMALAPUR,603,413,2
KARIMNAGAR,RAMADUGU,VANNARAM,503,308,1
KARIMNAGAR,RAMADUGU,VEDIRA,887,494,6
KARIMNAGAR,RAMADUGU,VELICHAL,950,614,1
KARIMNAGAR,RAMADUGU,VENKATRAOPALLI,439,296,
KARIMNAGAR,SAIDAPUR,AKUNUR,582,366,1
KARIMNAGAR,SAIDAPUR,AMMANAGURTHY,496,327,1
KARIMNAGAR,SAIDAPUR,BOMMAKAL,626,370,2
KARIMNAGAR,SAIDAPUR,DUDDENAPALLY,684,423,4
KARIMNAGAR,SAIDAPUR,EKLASPUR,483,315,
KARIMNAGAR,SAIDAPUR,ELABOTHARAM,424,248,3
KARIMNAGAR,SAIDAPUR,GHANPUR,520,285,1
KARIMNAGAR,SAIDAPUR,GODISALA,546,352,
KARIMNAGAR,SAIDAPUR,GUJJULAPALLY,270,190,4
KARIMNAGAR,SAIDAPUR,JAGIRPALLY,343,243,
KARIMNAGAR,SAIDAPUR,PERKAPALLY,772,538,4
KARIMNAGAR,SAIDAPUR,RAIKAL,568,346,7
KARIMNAGAR,SAIDAPUR,RAMCHANDRAPUR,269,188,
KARIMNAGAR,SAIDAPUR,RAMULAPALLY,146,63,1
KARIMNAGAR,SAIDAPUR,SAIDAPUR,416,230,
KARIMNAGAR,SAIDAPUR,SOMARAM,354,187,1
KARIMNAGAR,SAIDAPUR,VENKEPALLE,455,252,
KARIMNAGAR,SAIDAPUR,VENNAMPALLY,814,531,3
KARIMNAGAR,SAIDAPUR,YELLAMPALLY,264,157,
KARIMNAGAR,SHANKARAPATNAM,AMBALPUR,282,170,1
KARIMNAGAR,SHANKARAPATNAM,AMUDALAPALLY,437,234,
KARIMNAGAR,SHANKARAPATNAM,ARKANDLA,139,110,
KARIMNAGAR,SHANKARAPATNAM,CHINTHALAPALLY,317,206,1
KARIMNAGAR,SHANKARAPATNAM,DHARMARAM,154,109,1
KARIMNAGAR,SHANKARAPATNAM,GADDAPAK,548,354,
KARIMNAGAR,SHANKARAPATNAM,IPPALAPALLY,248,169,
KARIMNAGAR,SHANKARAPATNAM,KACHAPUR,359,232,1
KARIMNAGAR,SHANKARAPATNAM,KANNAPUR,586,388,3
KARIMNAGAR,SHANKARAPATNAM,KAREEMPETA,410,275,1
KARIMNAGAR,SHANKARAPATNAM,KESAVAPATNAM,1032,628,6
KARIMNAGAR,SHANKARAPATNAM,KOTHAGHAT,745,435,3
KARIMNAGAR,SHANKARAPATNAM,LINGAPOOR,541,348,3
KARIMNAGAR,SHANKARAPATNAM,METPALLY,843,536,
KARIMNAGAR,SHANKARAPATNAM,MOLANGUR,770,426,4
KARIMNAGAR,SHANKARAPATNAM,MUTHARAM,490,323,1
KARIMNAGAR,SHANKARAPATNAM,RAJAPUR,425,320,5
KARIMNAGAR,SHANKARAPATNAM,THADIKAL,955,593,1
KARIMNAGAR,SHANKARAPATNAM,VENKAYAGUDEM,163,81,
KARIMNAGAR,SHANKARAPATNAM,YERADPALLE,583,351,1
KARIMNAGAR,SIRCILLA,ANKIREDDIPALLY,315,203,
KARIMNAGAR,SIRCILLA,ANKUSHAPOOR,460,268,
KARIMNAGAR,SIRCILLA,BADDENAPALLY,337,202,
KARIMNAGAR,SIRCILLA,BALAMALLUPALLY,79,52,
KARIMNAGAR,SIRCILLA,BASWAPURAM,354,205,
KARIMNAGAR,SIRCILLA,BONALA,189,139,
KARIMNAGAR,SIRCILLA,CHANDRAMPETA,723,381,1
KARIMNAGAR,SIRCILLA,CHEERLAVANCHA,1560,868,5
KARIMNAGAR,SIRCILLA,CHINALINGAPOOR,345,203,2
KARIMNAGAR,SIRCILLA,CHINNA BONALA,393,283,1
KARIMNAGAR,SIRCILLA,CHINTALTHANA,592,388,
KARIMNAGAR,SIRCILLA,DESHAIPALLY,176,109,1
KARIMNAGAR,SIRCILLA,GANDILACHAPET,249,187,
KARIMNAGAR,SIRCILLA,GOPALRAOPALLY,401,270,
KARIMNAGAR,SIRCILLA,JILLELLA,1191,725,3
KARIMNAGAR,SIRCILLA,KASBEKATKUR,231,126,1
KARIMNAGAR,SIRCILLA,LAXMIPOOR,300,172,2
KARIMNAGAR,SIRCILLA,MANDEPALLY,966,474,2
KARIMNAGAR,SIRCILLA,MUSTIPALLI,910,477,4
KARIMNAGAR,SIRCILLA,NARSIMHULAPALLY,129,96,1
KARIMNAGAR,SIRCILLA,NERELLA,404,240,1
KARIMNAGAR,SIRCILLA,OBULAPOOR(PK),309,200,2
KARIMNAGAR,SIRCILLA,PEDDUR,828,557,3
KARIMNAGAR,SIRCILLA,RAGUDU,330,229,2
KARIMNAGAR,SIRCILLA,RALLAPET,265,141,
KARIMNAGAR,SIRCILLA,RAMACHANDRAPOOR,219,125,
KARIMNAGAR,SIRCILLA,RAMANNAPALLY,272,185,
KARIMNAGAR,SIRCILLA,SARAMPALLY,306,179,1
KARIMNAGAR,SIRCILLA,SARDAPUR,185,93,1
KARIMNAGAR,SIRCILLA,THADUR,353,182,
KARIMNAGAR,SIRCILLA,THANGALLAPALLY,1480,681,4
KARIMNAGAR,SIRCILLA,VENUGOPALPUR,101,59,
KARIMNAGAR,SULTANABAD,BHUPATHIPUR,232,156,
KARIMNAGAR,SULTANABAD,BONTHAKUNTAPALLI,307,199,2
KARIMNAGAR,SULTANABAD,CHINNA BONKUR,314,207,1
KARIMNAGAR,SULTANABAD,CHINNAKALVALA,380,229,
KARIMNAGAR,SULTANABAD,GARREPALLY,1010,600,1
KARIMNAGAR,SULTANABAD,GATTEPALLY,437,249,
KARIMNAGAR,SULTANABAD,GOLLAPALLI,695,420,1
KARIMNAGAR,SULTANABAD,ITHRAJPALLE,536,337,3
KARIMNAGAR,SULTANABAD,KADAMBAPUR,351,278,
KARIMNAGAR,SULTANABAD,KANUKULA,716,462,2
KARIMNAGAR,SULTANABAD,KATNEPALLI,451,294,1
KARIMNAGAR,SULTANABAD,KODURUPAKA,498,325,1
KARIMNAGAR,SULTANABAD,MANCHARAMI,323,228,
KARIMNAGAR,SULTANABAD,MIYAPUR,333,219,2
KARIMNAGAR,SULTANABAD,NARAYANAPOOR,572,390,1
KARIMNAGAR,SULTANABAD,NEERUKULLA,359,238,1
KARIMNAGAR,SULTANABAD,POOSALA,869,538,
KARIMNAGAR,SULTANABAD,REGADI MADDIKUNTA,1182,868,3
KARIMNAGAR,SULTANABAD,SAMBIAHPALLI,204,93,1
KARIMNAGAR,SULTANABAD,SUDDALA,630,467,1
KARIMNAGAR,SULTANABAD,SUGLAMPALLY,487,377,2
KARIMNAGAR,SULTANABAD,SULTHANABAD,1987,1046,6
KARIMNAGAR,SULTANABAD,TOGARRAI,597,376,
KARIMNAGAR,TIMMAPUR (LMD COLONY),ALUGUNUR,1040,551,2
KARIMNAGAR,TIMMAPUR (LMD COLONY),GOLLAPALLY,221,115,
KARIMNAGAR,TIMMAPUR (LMD COLONY),INDIRANAGAR,258,151,1
KARIMNAGAR,TIMMAPUR (LMD COLONY),JUGUNDLA,145,87,1
KARIMNAGAR,TIMMAPUR (LMD COLONY),KOTHAPALLY (PN),328,179,
KARIMNAGAR,TIMMAPUR (LMD COLONY),LAXMIDEVPALLY,39,12,
KARIMNAGAR,TIMMAPUR (LMD COLONY),MALLAPUR,626,422,2
KARIMNAGAR,TIMMAPUR (LMD COLONY),MANNEMPALLE,573,339,2
KARIMNAGAR,TIMMAPUR (LMD COLONY),MOGILIPALEM,742,486,1
KARIMNAGAR,TIMMAPUR (LMD COLONY),NALLAGONDA,583,330,
KARIMNAGAR,TIMMAPUR (LMD COLONY),NEDUNUR,192,109,
KARIMNAGAR,TIMMAPUR (LMD COLONY),NUSTULAPUR,588,302,
KARIMNAGAR,TIMMAPUR (LMD COLONY),PARLAPALLY,939,589,3
KARIMNAGAR,TIMMAPUR (LMD COLONY),POLAMPALLY,728,497,3
KARIMNAGAR,TIMMAPUR (LMD COLONY),PORANDLA,633,440,2
KARIMNAGAR,TIMMAPUR (LMD COLONY),RAMAKRISHNACOLONY,778,507,2
KARIMNAGAR,TIMMAPUR (LMD COLONY),RAMHANMANNAGAR,87,49,1
KARIMNAGAR,TIMMAPUR (LMD COLONY),RENIKUNTA,764,408,2
KARIMNAGAR,TIMMAPUR (LMD COLONY),THIMMAPUR,1296,678,
KARIMNAGAR,TIMMAPUR (LMD COLONY),VACHUNUR,276,159,
KARIMNAGAR,VEENAVANKA,BETHGAL,597,353,1
KARIMNAGAR,VEENAVANKA,BONTHUPALLE,291,200,4
KARIMNAGAR,VEENAVANKA,CHALLOOR,1168,744,2
KARIMNAGAR,VEENAVANKA,DESAIPALLY,305,177,5
KARIMNAGAR,VEENAVANKA,ELBAK,591,346,2
KARIMNAGAR,VEENAVANKA,GANGARAM,461,296,1
KARIMNAGAR,VEENAVANKA,GHANMUKLA,820,534,1
KARIMNAGAR,VEENAVANKA,HIMATHNAGAR,300,201,
KARIMNAGAR,VEENAVANKA,KANPARTHI,310,154,
KARIMNAGAR,VEENAVANKA,KISTAMPET,203,137,4
KARIMNAGAR,VEENAVANKA,KONDAPAKA,389,222,2
KARIMNAGAR,VEENAVANKA,KORKAL,604,434,3
KARIMNAGAR,VEENAVANKA,MALLAREDDIPALLI,404,244,1
KARIMNAGAR,VEENAVANKA,MAMIDALAPALLE,829,515,
KARIMNAGAR,VEENAVANKA,NARSINGAPOOR,711,461,2
KARIMNAGAR,VEENAVANKA,POTHIREDDIPALLI,561,378,4
KARIMNAGAR,VEENAVANKA,REDDIPALLE,654,420,1
KARIMNAGAR,VEENAVANKA,SREERAMULAPETA,290,167,2
KARIMNAGAR,VEENAVANKA,VALBAPUR,601,357,1
KARIMNAGAR,VEENAVANKA,VEENAVANKA,1083,602,3
KARIMNAGAR,VEMULAWADA,ACHANNAPALLY,157,109,1
KARIMNAGAR,VEMULAWADA,ANUPURAM,688,417,3
KARIMNAGAR,VEMULAWADA,AREPALLY,73,47,1
KARIMNAGAR,VEMULAWADA,AYYORUPALLY,82,56,1
KARIMNAGAR,VEMULAWADA,BALRAJUPALLY,245,154,
KARIMNAGAR,VEMULAWADA,BOLLARAM,174,88,
KARIMNAGAR,VEMULAWADA,CHANDRAGIRI,278,214,2
KARIMNAGAR,VEMULAWADA,CHEKKAPALLY,381,282,1
KARIMNAGAR,VEMULAWADA,EDURUGATLA,217,125,
KARIMNAGAR,VEMULAWADA,FAZILNAGAR,476,311,2
KARIMNAGAR,VEMULAWADA,HANUMAJIPET,497,286,2
KARIMNAGAR,VEMULAWADA,JAYAVARAM,147,83,1
KARIMNAGAR,VEMULAWADA,KODUMUNJA,253,145,
KARIMNAGAR,VEMULAWADA,KONAVAIPALLY,410,280,1
KARIMNAGAR,VEMULAWADA,LINGAMPALLY,310,182,2
KARIMNAGAR,VEMULAWADA,MALLARAM,426,259,
KARIMNAGAR,VEMULAWADA,MARRIPALLY,351,167,1
KARIMNAGAR,VEMULAWADA,MARUPAKA,534,309,
KARIMNAGAR,VEMULAWADA,NAGAIAHPALLY,248,179,1
KARIMNAGAR,VEMULAWADA,NAMALIGUNDUPALLY,284,166,
KARIMNAGAR,VEMULAWADA,NAMPALLY,748,478,1
KARIMNAGAR,VEMULAWADA,NOOKALAMARRI,694,461,2
KARIMNAGAR,VEMULAWADA,RUDRARAM,680,391,2
KARIMNAGAR,VEMULAWADA,SANKEPALLY,455,253,1
KARIMNAGAR,VEMULAWADA,SATRAJUPALLE,783,441,2
KARIMNAGAR,VEMULAWADA,THIPPAPURAM,592,358,1
KARIMNAGAR,VEMULAWADA,VATTEMLA,649,409,1
KARIMNAGAR,VEMULAWADA,VENKATAMPALLY,80,37,1
KARIMNAGAR,YELLAREDDIPET,ADIVI PADIRA,322,180,1
KARIMNAGAR,YELLAREDDIPET,AKKAPALLE,444,277,2
KARIMNAGAR,YELLAREDDIPET,ALMASPOOR,545,280,1
KARIMNAGAR,YELLAREDDIPET,BANDALINGAMPALLY,860,488,
KARIMNAGAR,YELLAREDDIPET,BOPPAPOOR,1012,549,
KARIMNAGAR,YELLAREDDIPET,DUMALA,651,366,1
KARIMNAGAR,YELLAREDDIPET,GARJENAPALLY,657,404,2
KARIMNAGAR,YELLAREDDIPET,GOLLAPALLY,1142,603,
KARIMNAGAR,YELLAREDDIPET,GUNDARAM,366,225,
KARIMNAGAR,YELLAREDDIPET,HARIDASNAGAR,291,192,
KARIMNAGAR,YELLAREDDIPET,KANCHERLA,308,225,1
KARIMNAGAR,YELLAREDDIPET,KORUTLAPETA,317,171,
KARIMNAGAR,YELLAREDDIPET,MADDIMALLA,493,328,
KARIMNAGAR,YELLAREDDIPET,NARAYANPOOR,811,438,2
KARIMNAGAR,YELLAREDDIPET,PADIRA,232,115,2
KARIMNAGAR,YELLAREDDIPET,RAJANNAPETA,484,312,2
KARIMNAGAR,YELLAREDDIPET,RANGAMPETA,358,208,
KARIMNAGAR,YELLAREDDIPET,SINGARAM,232,139,
KARIMNAGAR,YELLAREDDIPET,THIMMAPOOR,794,511,1
KARIMNAGAR,YELLAREDDIPET,VANPALLY,400,226,2
KARIMNAGAR,YELLAREDDIPET,VEERNAPALLE,923,632,
KARIMNAGAR,YELLAREDDIPET,VENKATAPOOR,967,598,1
KARIMNAGAR,YELLAREDDIPET,YELLAREDDIPETA,1875,1007,9
KHAMMAM,ASWAPURAM,AMERDA,418,300,1
KHAMMAM,ASWAPURAM,AMMAGARIPALLI,532,390,2
KHAMMAM,ASWAPURAM,ANANDAPURAM,209,137,
KHAMMAM,ASWAPURAM,ASWAPURAM,1670,947,8
KHAMMAM,ASWAPURAM,CHINTRIYALA,395,298,1
KHAMMAM,ASWAPURAM,GOLLAGUDEM,579,377,1
KHAMMAM,ASWAPURAM,GONDIGUDEM,756,580,3
KHAMMAM,ASWAPURAM,JAGGARAM,370,253,1
KHAMMAM,ASWAPURAM,MALLELAMADUGU,599,410,
KHAMMAM,ASWAPURAM,MITTAGUDEM,451,282,
KHAMMAM,ASWAPURAM,MONDIKUNTA,456,312,2
KHAMMAM,ASWAPURAM,NELLIPAKA,547,353,3
KHAMMAM,ASWAPURAM,THUMMALACHERUVU,837,662,5
KHAMMAM,ASWARAOPETA,ACHUTHAPURAM,351,272,
KHAMMAM,ASWARAOPETA,ANANTHARAM,312,254,1
KHAMMAM,ASWARAOPETA,ASUPAKA,1226,1006,5
KHAMMAM,ASWARAOPETA,ASWARAOPETA,2330,1675,7
KHAMMAM,ASWARAOPETA,BACHUVARIGUDEM,222,189,
KHAMMAM,ASWARAOPETA,GUMMADAVALLI,890,728,1
KHAMMAM,ASWARAOPETA,JAMMIGUDEM,398,317,3
KHAMMAM,ASWARAOPETA,KANNAIGUDEM,620,522,
KHAMMAM,ASWARAOPETA,KAVIDIGUNDLA,318,262,
KHAMMAM,ASWARAOPETA,KOTHA MAMILLAVARI GUDEM,285,250,1
KHAMMAM,ASWARAOPETA,NANDIPADU,761,594,3
KHAMMAM,ASWARAOPETA,NARAMVARIGUDEM,603,496,3
KHAMMAM,ASWARAOPETA,NARAYANA PURAM,903,762,2
KHAMMAM,ASWARAOPETA,OOTLAPALLI,731,579,
KHAMMAM,ASWARAOPETA,PERAIGUDEM,858,599,1
KHAMMAM,ASWARAOPETA,TIRUMALAKUNTA,697,545,2
KHAMMAM,BAYYARAM,BALAJIPETA,481,343,3
KHAMMAM,BAYYARAM,BAYYARAM,2172,1384,6
KHAMMAM,BAYYARAM,GOWRARAM,752,537,2
KHAMMAM,BAYYARAM,IRSULAPURAM,644,349,
KHAMMAM,BAYYARAM,KAMBALAPALLI,1094,825,1
KHAMMAM,BAYYARAM,KOTHAGUDEM,851,613,3
KHAMMAM,BAYYARAM,KOTHAPETA,1851,1237,3
KHAMMAM,BAYYARAM,RAMACHANDRAPURAM,570,414,4
KHAMMAM,BAYYARAM,UPPALAPADU,723,485,1
KHAMMAM,BAYYARAM,VENKATAPURAM,844,628,4
KHAMMAM,BAYYARAM,VENKATRAMPURAM,502,343,8
KHAMMAM,BHADRACHALAM,BHADRACHALAM,5387,2838,13
KHAMMAM,BHADRACHALAM,YETAPAKA,5,5,
KHAMMAM,BONAKAL,ALLAPADU,480,326,1
KHAMMAM,BONAKAL,BONAKAL,924,551,1
KHAMMAM,BONAKAL,BRAHMANAPALLE (K),353,242,2
KHAMMAM,BONAKAL,CHINNA BEERAVALLI,301,221,2
KHAMMAM,BONAKAL,CHIRUNOMULA,533,358,1
KHAMMAM,BONAKAL,CHOPPAKATLA PALEM,518,338,2
KHAMMAM,BONAKAL,GARLAPADU,124,87,
KHAMMAM,BONAKAL,GOVINDAPURAM,195,112,
KHAMMAM,BONAKAL,JANAKIPURAM,422,283,1
KHAMMAM,BONAKAL,KALAKOTA,485,321,1
KHAMMAM,BONAKAL,LAXMIPURAM,855,584,1
KHAMMAM,BONAKAL,MOTAMARRI,664,457,
KHAMMAM,BONAKAL,MUSTIKUNTLA,979,629,
KHAMMAM,BONAKAL,NARAYANAPURAM,331,218,1
KHAMMAM,BONAKAL,PEDDABEERAVALLI,389,231,1
KHAMMAM,BONAKAL,RAMAPURAM,227,164,2
KHAMMAM,BONAKAL,RAPALLI,217,175,
KHAMMAM,BONAKAL,RAVINOOTHALA,1007,683,2
KHAMMAM,BONAKAL,RAYANAPETA,335,243,2
KHAMMAM,BONAKAL,TUTIKUNTLA,440,271,1
KHAMMAM,BURGAMPAHAD,BURGAMPAHAD,1161,708,2
KHAMMAM,BURGAMPAHAD,IRVENDI,608,461,3
KHAMMAM,BURGAMPAHAD,LAKSHMIPURAM,465,328,1
KHAMMAM,BURGAMPAHAD,MORAMPALLE,1947,1361,7
KHAMMAM,BURGAMPAHAD,MUSALIMADUGU,715,458,
KHAMMAM,BURGAMPAHAD,NAGINENIPROLU,1053,678,1
KHAMMAM,BURGAMPAHAD,PINAPAKA PATTINAGAR,850,586,5
KHAMMAM,BURGAMPAHAD,SAARAPAKA,2506,1528,7
KHAMMAM,BURGAMPAHAD,TEKULACHERUVU,246,185,1
KHAMMAM,CHANDRUGONDA,ABBUGUDEM,449,375,
KHAMMAM,CHANDRUGONDA,ANNAPUREDDIPALLI,978,704,
KHAMMAM,CHANDRUGONDA,CHANDRUGONDA,1253,943,5
KHAMMAM,CHANDRUGONDA,DAMERACHERLA,524,438,2
KHAMMAM,CHANDRUGONDA,GANUGAPADU,882,635,1
KHAMMAM,CHANDRUGONDA,GUMPENA,369,272,2
KHAMMAM,CHANDRUGONDA,GURRAMGUDEM,529,380,
KHAMMAM,CHANDRUGONDA,MADDUKURU,366,212,
