District ,Mandal,GP,female,male,transgender
MEDAK,KOHIR,POTHIREDDYPALLY,271,181,1
MEDAK,KOHIR,RAJNELLI,223,123,1
MEDAK,KOHIR,SAJJAPUR,264,183,
MEDAK,KOHIR,VENKATAPUR,418,265,2
MEDAK,KONDAPAK,ANKIREDDIPALLY,713,438,
MEDAK,KONDAPAK,BANDARAM,570,337,
MEDAK,KONDAPAK,DUDDEDA,1140,637,1
MEDAK,KONDAPAK,Erravally,438,294,1
MEDAK,KONDAPAK,KHAMMAMPALLY,404,247,1
MEDAK,KONDAPAK,KONAIPALLY,158,111,
MEDAK,KONDAPAK,KONDAPAK,1362,776,4
MEDAK,KONDAPAK,KUKNURPALLY,1286,805,4
MEDAK,KONDAPAK,LAKUDARAM,481,295,1
MEDAK,KONDAPAK,MANGOLE,495,323,
MEDAK,KONDAPAK,MARPADGA,1111,653,3
MEDAK,KONDAPAK,MATHAPALLY,238,145,
MEDAK,KONDAPAK,MEDINIPUR,342,245,
MEDAK,KONDAPAK,SIRSINGANDLA,1108,697,6
MEDAK,KONDAPAK,THIMMAREDDIPALLY,427,240,
MEDAK,KONDAPAK,THIPPARAM,490,339,6
MEDAK,KONDAPAK,VELIKATTA,570,361,
MEDAK,KONDAPAK,ZAPTHINACHARAM,309,198,1
MEDAK,KONDAPUR,ALIABAD,127,111,
MEDAK,KONDAPUR,ANANTHASAGAR,751,449,3
MEDAK,KONDAPUR,CHIKONAPUR,413,295,1
MEDAK,KONDAPUR,DOBBAKUNTA,218,152,1
MEDAK,KONDAPUR,GANGARAM,479,310,
MEDAK,KONDAPUR,GARAKURTHY,204,152,1
MEDAK,KONDAPUR,GIRMAPUR,141,79,
MEDAK,KONDAPUR,GOLLAPALLE,459,245,3
MEDAK,KONDAPUR,GOPLARAM [KURD],142,84,
MEDAK,KONDAPUR,GUNTHAPALLY,307,157,1
MEDAK,KONDAPUR,HARIDASPUR,281,191,1
MEDAK,KONDAPUR,KONDAPUR,702,489,3
MEDAK,KONDAPUR,MACHEPALLE,299,222,2
MEDAK,KONDAPUR,MALKAPUR,946,575,3
MEDAK,KONDAPUR,MALLEPALLY,410,268,3
MEDAK,KONDAPUR,MANSANIPALLE,262,164,
MEDAK,KONDAPUR,MAREPALLE,634,358,3
MEDAK,KONDAPUR,MOHAMMADAPUR,253,171,1
MEDAK,KONDAPUR,MUNIDEVUNIPALLE,356,295,
MEDAK,KONDAPUR,SAIDAPUR,348,190,4
MEDAK,KONDAPUR,TERPOLE,640,417,3
MEDAK,KONDAPUR,TOGURPALLY,726,427,1
MEDAK,KOWDIPALLE,AJJAMARRI,374,258,2
MEDAK,KOWDIPALLE,BANDAPOTHGUL,259,149,1
MEDAK,KOWDIPALLE,BUJARAMPET,1044,704,2
MEDAK,KOWDIPALLE,CHANDUR,636,335,
MEDAK,KOWDIPALLE,CHILIPCHED,579,318,1
MEDAK,KOWDIPALLE,CHITKUL,839,428,1
MEDAK,KOWDIPALLE,DEVULAPALLY,364,232,
MEDAK,KOWDIPALLE,DHARMASAGAR,119,75,1
MEDAK,KOWDIPALLE,FAIZABAD,533,335,2
MEDAK,KOWDIPALLE,GANGARAM,313,208,
MEDAK,KOWDIPALLE,GOUTHAPUR,571,361,1
MEDAK,KOWDIPALLE,JAGGAMPET,324,201,
MEDAK,KOWDIPALLE,KANCHANPALLY,477,304,3
MEDAK,KOWDIPALLE,KOTTAL,462,306,
MEDAK,KOWDIPALLE,KOWDIPALLY,813,459,5
MEDAK,KOWDIPALLE,KUKATPALLY,449,309,
MEDAK,KOWDIPALLE,MOHAMMEDNAGAR,905,582,2
MEDAK,KOWDIPALLE,MUTRAJPALLY,356,188,
MEDAK,KOWDIPALLE,RAILAPUR,371,223,
MEDAK,KOWDIPALLE,RAJIPET,587,375,1
MEDAK,KOWDIPALLE,RAMDASGUDA,198,124,
MEDAK,KOWDIPALLE,SADASHIVPALLY,330,215,1
MEDAK,KOWDIPALLE,SALABATPUR,1000,654,1
MEDAK,KOWDIPALLE,SOMAKKAPET,767,504,
MEDAK,KOWDIPALLE,THIMMAPUR,654,408,
MEDAK,KOWDIPALLE,THUNKI,690,438,
MEDAK,KOWDIPALLE,VENKATRAOPET,385,270,2
MEDAK,KOWDIPALLE,YELMAKANNA,410,240,4
MEDAK,KULCHARAM,AMSANPALLY,646,365,
MEDAK,KULCHARAM,CHINNAGHANPUR,764,423,2
MEDAK,KULCHARAM,ETIGADDA MOHMDAPUR,264,161,
MEDAK,KULCHARAM,KISTAPUR,444,192,1
MEDAK,KULCHARAM,KONAPUR,314,231,1
MEDAK,KULCHARAM,KONGODE,479,309,
MEDAK,KULCHARAM,KULCHARAM,961,554,4
MEDAK,KULCHARAM,PAITHARA,686,442,1
MEDAK,KULCHARAM,POTHAMSHETTYPALLY,1034,629,5
MEDAK,KULCHARAM,POTHIREDDIPALLY,305,180,
MEDAK,KULCHARAM,RAMPUR,304,129,
MEDAK,KULCHARAM,RANGAMPET,884,491,1
MEDAK,KULCHARAM,SANGAIPET,617,325,
MEDAK,KULCHARAM,VARIGUNTHAM,858,544,1
MEDAK,KULCHARAM,YENIGANDLA,680,402,6
MEDAK,MANOOR,ATHIMAIL,377,216,1
MEDAK,MANOOR,AUDATHPUR,632,499,3
MEDAK,MANOOR,BADALGAON,281,225,
MEDAK,MANOOR,BELLAPUR,486,335,1
MEDAK,MANOOR,BORANCHA,646,502,2
MEDAK,MANOOR,DANVAR,343,211,4
MEDAK,MANOOR,DAVVUR,397,328,
MEDAK,MANOOR,DUDHAGONDA,322,222,
MEDAK,MANOOR,ENAKPALLY,742,610,1
MEDAK,MANOOR,ERRAKIPALLE,998,827,1
MEDAK,MANOOR,GONDAGAON,291,224,
MEDAK,MANOOR,GUDUR,424,326,
MEDAK,MANOOR,KARSGUTTI,912,693,2
MEDAK,MANOOR,KHARAMUNGI,573,438,2
MEDAK,MANOOR,MAIKODE,475,335,
MEDAK,MANOOR,MANOOR,513,364,1
MEDAK,MANOOR,MAVINELLI,674,548,2
MEDAK,MANOOR,MORGI,637,474,1
MEDAK,MANOOR,NADIGADDA HUKRANA,348,272,1
MEDAK,MANOOR,NAGALGIDDA,576,411,3
MEDAK,MANOOR,PULKURTHY,487,337,1
MEDAK,MANOOR,RAIPALLE,368,210,
MEDAK,MANOOR,SHARI DAMARGIDDA,807,621,2
MEDAK,MANOOR,SHELGERA,384,316,1
MEDAK,MANOOR,THIMMAPUR,388,282,1
MEDAK,MANOOR,THORNAL,316,240,3
MEDAK,MANOOR,TUMUR,723,570,2
MEDAK,MANOOR,VALLOOR,603,540,2
MEDAK,MANOOR,YELGOI,438,322,
MEDAK,MANOOR,YESGI,291,239,1
MEDAK,MEDAK,AURANGABAD,518,312,1
MEDAK,MEDAK,AUSULPALLY ,663,426,1
MEDAK,MEDAK,B.THIMMAIPALLY,374,216,1
MEDAK,MEDAK,BOGADA BHOOPATHIPUR,397,219,2
MEDAK,MEDAK,BURUGUPALLY,1221,705,3
MEDAK,MEDAK,BYATHOLE,228,142,
MEDAK,MEDAK,CHITYAL,923,579,2
MEDAK,MEDAK,FAREEDPUR,298,127,
MEDAK,MEDAK,GANGAPUR,415,297,2
MEDAK,MEDAK,HAVELIGHANPUR,794,520,7
MEDAK,MEDAK,JAKKANNAPET,592,343,3
MEDAK,MEDAK,KHAZIPALLY,453,283,3
MEDAK,MEDAK,KOTHAPALLY,447,274,1
MEDAK,MEDAK,KUCHANPALLY,672,330,1
MEDAK,MEDAK,LINGASANPALLE,282,153,3
MEDAK,MEDAK,MACHAVARAM,395,231,
MEDAK,MEDAK,MADULWAI,417,223,2
MEDAK,MEDAK,MAKTA BHOOPATHIPUR,548,271,2
MEDAK,MEDAK,MAMBOJIPALLY,341,181,1
MEDAK,MEDAK,MAQDUMPUR,219,149,
MEDAK,MEDAK,MUTHAIPALLY,165,70,1
MEDAK,MEDAK,NAGAPUR,415,224,
MEDAK,MEDAK,PATHUR,525,346,1
MEDAK,MEDAK,PERUR,312,153,
MEDAK,MEDAK,RAJPALLY,1097,632,9
MEDAK,MEDAK,RAJPET,679,384,2
MEDAK,MEDAK,RAYANPALLY,406,273,
MEDAK,MEDAK,RYALAMADUGU,274,128,
MEDAK,MEDAK,SARDHANA,716,368,3
MEDAK,MEDAK,SHAMNAPUR,592,376,
MEDAK,MEDAK,SHIVAIPALLY,278,168,
MEDAK,MEDAK,THIMMANAGAR,356,241,
MEDAK,MEDAK,THOGITA,597,365,2
MEDAK,MEDAK,VENKATAPUR,545,346,2
MEDAK,MEDAK,WADI,389,219,
MEDAK,MIRDODDI,AKBARPET,251,120,
MEDAK,MIRDODDI,ALWAL,721,396,2
MEDAK,MIRDODDI,ANDEY,563,360,4
MEDAK,MIRDODDI,BHOOMPALLE,864,464,2
MEDAK,MIRDODDI,CHEPYAL,1178,695,4
MEDAK,MIRDODDI,Dharmaram,336,177,
MEDAK,MIRDODDI,JANGAPALLE,483,272,
MEDAK,MIRDODDI,KASULABAD,465,226,
MEDAK,MIRDODDI,KHAZIPUR,629,349,2
MEDAK,MIRDODDI,KONDAPUR,396,206,
MEDAK,MIRDODDI,LAXMINAGAR,236,159,
MEDAK,MIRDODDI,MALLUPALLE,506,293,2
MEDAK,MIRDODDI,MIRDODDI,1300,782,3
MEDAK,MIRDODDI,MOTHEY,661,336,1
MEDAK,MIRDODDI,RUDRARAM,811,422,1
MEDAK,MIRDODDI,VEERAREDDYPALLE,690,457,1
MEDAK,MULUG,ACHAIPALLY,355,260,
MEDAK,MULUG,ALIABAD @ ADIVIMASJID,425,298,
MEDAK,MULUG,BAHILAMPUR,469,317,
MEDAK,MULUG,BANDA MAILARAM,389,244,1
MEDAK,MULUG,BASWAPURAM,135,89,
MEDAK,MULUG,CHEELASAGAR,1013,673,2
MEDAK,MULUG,DAMARAKUNTA,512,315,
MEDAK,MULUG,KARKAPATLA,271,196,
MEDAK,MULUG,KASHREDDYPALLY,191,110,
MEDAK,MULUG,KOKKONDA,555,382,1
MEDAK,MULUG,KOTHUR,868,623,1
MEDAK,MULUG,KOTYALA,375,278,1
MEDAK,MULUG,LAKSHMAKKAPALLY,221,160,
MEDAK,MULUG,MAMIDIAL,457,309,3
MEDAK,MULUG,MARKOOK,1264,823,4
MEDAK,MULUG,MULUG,1080,729,3
MEDAK,MULUG,NAGIREDDYPALLY,214,135,
MEDAK,MULUG,NARSAPUR,310,196,1
MEDAK,MULUG,SINGANNAGUDA,256,156,1
MEDAK,MULUG,SRIRAMPUR,160,110,
MEDAK,MULUG,TUNKIBOLLARAM,463,299,1
MEDAK,MULUG,ZAPTHI SINGAIPALLY,431,274,
MEDAK,MUNPALLE,Antharam,399,225,
MEDAK,MUNPALLE,Beloor,150,98,
MEDAK,MUNPALLE,Bodapally,152,96,
MEDAK,MUNPALLE,Bodshetpally,160,100,1
MEDAK,MUNPALLE,Budhera,695,429,
MEDAK,MUNPALLE,Bussareddipally,389,234,3
MEDAK,MUNPALLE,Chelapally,333,258,1
MEDAK,MUNPALLE,Chelmedakalan,463,283,
MEDAK,MUNPALLE,Chelmedakurd,279,186,1
MEDAK,MUNPALLE,Garlapally,321,181,
MEDAK,MUNPALLE,Gopalaramkalan,448,253,3
MEDAK,MUNPALLE,Kamkole,661,437,2
MEDAK,MUNPALLE,Khammapally,557,373,3
MEDAK,MUNPALLE,Lingampally,324,250,3
MEDAK,MUNPALLE,Lonikalan,470,303,
MEDAK,MUNPALLE,Lonikurd,240,154,2
MEDAK,MUNPALLE,Magudumpally,217,155,
MEDAK,MUNPALLE,Makthakyasaram,315,216,2
MEDAK,MUNPALLE,Mallikarjunpally,611,412,
MEDAK,MUNPALLE,Mansanpally,121,79,
MEDAK,MUNPALLE,Melasangam,378,226,2
MEDAK,MUNPALLE,Munipally,697,447,1
MEDAK,MUNPALLE,Polkampally,210,143,2
MEDAK,MUNPALLE,Takkadpally,177,118,
MEDAK,MUNPALLE,Tatpally,451,317,2
MEDAK,NANGNOOR,AKKANEPALLY,462,258,1
MEDAK,NANGNOOR,ANKUSHAPUR,220,125,
MEDAK,NANGNOOR,BADDIPADAGA,612,315,5
MEDAK,NANGNOOR,DURGAPALLY,207,133,1
MEDAK,NANGNOOR,GATLAMALLILA,667,402,
MEDAK,NANGNOOR,GHANPUR,319,211,
MEDAK,NANGNOOR,KHANAPUR,296,191,1
MEDAK,NANGNOOR,KHATA,304,169,
MEDAK,NANGNOOR,KONAIPALLY,222,134,2
MEDAK,NANGNOOR,KONDAMRAJPALLY,310,232,
MEDAK,NANGNOOR,MAQDUMPUR,454,288,
MEDAK,NANGNOOR,MUNDRAI,385,233,
MEDAK,NANGNOOR,NAGRAJPALLY,122,73,
MEDAK,NANGNOOR,NANGANUR,1060,549,1
MEDAK,NANGNOOR,NARMETTA,775,468,1
MEDAK,NANGNOOR,OBLAPUR,264,169,
MEDAK,NANGNOOR,PALAMAKULA,719,429,1
MEDAK,NANGNOOR,RAJGOPALPET,527,268,1
MEDAK,NANGNOOR,RAMPUR,334,185,
MEDAK,NANGNOOR,SIDDANNAPET,425,259,
MEDAK,NANGNOOR,THIMMAIPALLY,300,189,
MEDAK,NANGNOOR,VELKATUR,397,234,
MEDAK,NANGNOOR,VENKATAPUR,259,124,
MEDAK,NARAYANKHED,ABBENDA,1263,838,4
MEDAK,NARAYANKHED,ANANTHASAGAR,804,598,2
MEDAK,NARAYANKHED,ANTHWAR,724,484,5
MEDAK,NARAYANKHED,CHAPTA(K),1336,973,2
MEDAK,NARAYANKHED,GANGAPUR,290,221,1
MEDAK,NARAYANKHED,HANGARGA(B),248,171,
MEDAK,NARAYANKHED,HANGARGA(K),648,545,3
MEDAK,NARAYANKHED,HANMANTHRAOPET,383,203,1
MEDAK,NARAYANKHED,KONDAPUR,291,178,
MEDAK,NARAYANKHED,LINGAPUR,600,401,1
MEDAK,NARAYANKHED,MADWAR,834,635,1
MEDAK,NARAYANKHED,NAMALIMET,478,354,1
MEDAK,NARAYANKHED,NARAYANKHED,3236,2050,12
MEDAK,NARAYANKHED,NARSAPUR,492,324,1
MEDAK,NARAYANKHED,NIZAMPET,1742,1192,3
MEDAK,NARAYANKHED,PAIDPALLE,683,496,1
MEDAK,NARAYANKHED,PANCHAGAON,583,498,
MEDAK,NARAYANKHED,RAYALAMADUGU,718,467,2
MEDAK,NARAYANKHED,RAYKAL,1216,913,1
MEDAK,NARAYANKHED,RUDRAR,401,318,1
MEDAK,NARAYANKHED,SANJIVANRAO PET,857,545,2
MEDAK,NARAYANKHED,TURKAPALLI,636,440,2
MEDAK,NARAYANKHED,VENKATAPUR,433,276,
MEDAK,NARSAPUR,AHMEDNAGAR,391,252,1
MEDAK,NARSAPUR,AVANCHA,747,497,5
MEDAK,NARSAPUR,BRAHMANPALLY,470,291,4
MEDAK,NARSAPUR,CHINNA CHINTAKUNTA,425,244,
MEDAK,NARSAPUR,CHIPPALTHURTHY,948,586,2
MEDAK,NARSAPUR,IBRAHIMBAD,677,424,1
MEDAK,NARSAPUR,KAGAZMADDUR,641,419,
MEDAK,NARSAPUR,KHAZIPET,308,184,
MEDAK,NARSAPUR,LINGAPUR,289,204,
MEDAK,NARSAPUR,MOOSAPET,523,294,1
MEDAK,NARSAPUR,NAGULPALLE,332,135,
MEDAK,NARSAPUR,NARAYANPUR,482,339,1
MEDAK,NARSAPUR,NARSAPUR,2756,1524,4
MEDAK,NARSAPUR,NATHNOIPALLE,259,137,1
MEDAK,NARSAPUR,PEDDA CHINTAKUNTA,363,186,
MEDAK,NARSAPUR,RAMACHANDRAPUR,278,169,2
MEDAK,NARSAPUR,REDDIPALLE,507,282,1
MEDAK,NARSAPUR,RUSTUMPET,630,376,5
MEDAK,NARSAPUR,TUJALPUR,460,283,
MEDAK,NYALKAL,Ameerabad,188,130,
MEDAK,NYALKAL,Atnoor,346,282,1
MEDAK,NYALKAL,Basanthapur,308,185,1
MEDAK,NYALKAL,Chalki,520,401,3
MEDAK,NYALKAL,Cheekurthi,249,173,
MEDAK,NYALKAL,Chinegapally,296,241,1
MEDAK,NYALKAL,Dappur,619,498,6
MEDAK,NYALKAL,Gangwar,299,181,1
MEDAK,NYALKAL,Gunjoti,678,471,2
MEDAK,NYALKAL,Hadnoor,1060,704,
MEDAK,NYALKAL,Hussain Nagar,263,193,1
MEDAK,NYALKAL,Husselli,552,476,2
MEDAK,NYALKAL,IBRAHIMPUR,453,338,2
MEDAK,NYALKAL,Kakijanwada,285,177,2
MEDAK,NYALKAL,Kalbemal,610,475,1
MEDAK,NYALKAL,Khaleelpur,216,117,
MEDAK,NYALKAL,Malgi,480,447,4
MEDAK,NYALKAL,Mamidigi,598,475,1
MEDAK,NYALKAL,Meriyampur,145,106,2
MEDAK,NYALKAL,Metalkunta,561,402,1
MEDAK,NYALKAL,Mirjapur(B),286,203,
MEDAK,NYALKAL,Mirjapur(N),236,178,3
MEDAK,NYALKAL,Mungi,542,384,2
MEDAK,NYALKAL,Nyalkal,1000,788,1
MEDAK,NYALKAL,Nyamathabad,208,170,
MEDAK,NYALKAL,Raghavapur,363,296,2
MEDAK,NYALKAL,Rajolu,387,314,2
MEDAK,NYALKAL,Ratnapur,436,350,2
MEDAK,NYALKAL,Rejinthal,707,527,1
MEDAK,NYALKAL,Tekur,280,182,1
MEDAK,NYALKAL,Waddi,550,413,2
MEDAK,PAPANNAPET,Ablapur,314,170,
MEDAK,PAPANNAPET,ANNARAM,450,276,
MEDAK,PAPANNAPET,Arkela,853,549,2
MEDAK,PAPANNAPET,Bacharam,642,413,2
MEDAK,PAPANNAPET,CHEEKODE,697,446,2
MEDAK,PAPANNAPET,Chitriyal,387,257,1
MEDAK,PAPANNAPET,Gajulagudem,285,198,
MEDAK,PAPANNAPET,Gandharpally,476,229,5
MEDAK,PAPANNAPET,Kodpak,830,583,2
MEDAK,PAPANNAPET,KOTHAPALLY,642,294,4
MEDAK,PAPANNAPET,Kurthiwada,664,335,4
MEDAK,PAPANNAPET,Laxminagar (A),132,103,1
MEDAK,PAPANNAPET,Lingaipally,869,609,8
MEDAK,PAPANNAPET,Mallampet,837,555,2
MEDAK,PAPANNAPET,Minpur,703,437,1
MEDAK,PAPANNAPET,Nagsanpally,642,314,
MEDAK,PAPANNAPET,NARSINGI,629,424,3
MEDAK,PAPANNAPET,Papannapet,1209,678,5
MEDAK,PAPANNAPET,Podchenpally,911,516,1
MEDAK,PAPANNAPET,Podchenpally Tanda,346,169,
MEDAK,PAPANNAPET,Ramathirtham,535,362,4
MEDAK,PAPANNAPET,Yellapur,553,301,2
MEDAK,PAPANNAPET,Yousufpet,916,562,3
MEDAK,PATANCHERU,AMEENAPUR,4421,2667,17
MEDAK,PATANCHERU,BHANUR,869,521,3
MEDAK,PATANCHERU,CHINNAKANJERLA,354,262,1
MEDAK,PATANCHERU,CHITKUL,1316,885,8
MEDAK,PATANCHERU,GHANPUR,428,232,2
MEDAK,PATANCHERU,ILAPUR,277,196,
MEDAK,PATANCHERU,INDRESHAM,953,614,3
MEDAK,PATANCHERU,INOLE,251,166,2
MEDAK,PATANCHERU,ISNAPUR,1499,906,3
MEDAK,PATANCHERU,KARDANUR,216,110,
MEDAK,PATANCHERU,KISTAREDDYPET,528,344,1
MEDAK,PATANCHERU,Kyasaram,507,338,
MEDAK,PATANCHERU,LAKDARAM,779,518,1
MEDAK,PATANCHERU,MUTHANGI,1084,582,3
MEDAK,PATANCHERU,NANDIGAMA,703,481,3
MEDAK,PATANCHERU,PASHAMYLARAM,446,297,1
MEDAK,PATANCHERU,PATI,384,230,1
MEDAK,PATANCHERU,PEDDAKANJERLA,418,279,1
MEDAK,PATANCHERU,POCHARAM,512,306,
MEDAK,PATANCHERU,RUDRARAM,1030,612,3
MEDAK,PATANCHERU,SULTANPUR,663,416,1
MEDAK,PATANCHERU,WADAKPALLE,208,132,
MEDAK,PULKAL,Baswapur,421,296,2
MEDAK,PULKAL,BOMMAREDDYGUDEM,274,158,
MEDAK,PULKAL,CHAKRIYAL,405,258,
MEDAK,PULKAL,CHOUTKUR,961,585,2
MEDAK,PULKAL,ESOJIPET,262,142,3
MEDAK,PULKAL,GANGOJIPET,319,198,1
MEDAK,PULKAL,GONGLOORE,742,429,
MEDAK,PULKAL,KODUR,228,145,
MEDAK,PULKAL,KORPOLE,715,447,
MEDAK,PULKAL,LAKSHMI SAGAR,472,267,4
MEDAK,PULKAL,MANTHOOR,309,225,1
MEDAK,PULKAL,MINPOOR,723,451,2
MEDAK,PULKAL,MUDDAIPET,263,190,1
MEDAK,PULKAL,MUDIMANIK,889,615,1
MEDAK,PULKAL,PEDDAREDDIPET,596,385,4
MEDAK,PULKAL,POCHARAM,429,265,1
MEDAK,PULKAL,PULKAL,745,457,1
MEDAK,PULKAL,RAIPAHAD,218,153,
MEDAK,PULKAL,SINGOOR,552,353,1
MEDAK,PULKAL,SIVAMPET,696,426,
MEDAK,PULKAL,SULTHANPUR,404,220,2
MEDAK,PULKAL,SUREDDI ITKYAL,340,187,
MEDAK,PULKAL,UPPARGUDEM,338,234,
MEDAK,PULKAL,VENDIKOLE,264,168,
MEDAK,PULKAL,VENKATAKISTAPUR,382,232,
MEDAK,RAIKODE,A.NAGAR (PATTIHASN,254,166,1
MEDAK,RAIKODE,DHARMAPUR,344,260,
MEDAK,RAIKODE,HASNABAD,557,393,5
MEDAK,RAIKODE,HULGERA,317,242,3
MEDAK,RAIKODE,INDOOR,327,212,
MEDAK,RAIKODE,ITKEPALLE,695,537,5
MEDAK,RAIKODE,JAMGA (KHURD),293,221,1
MEDAK,RAIKODE,KARCHAL,309,219,3
MEDAK,RAIKODE,KODOOR,175,100,1
MEDAK,RAIKODE,KUSHNOOR,379,281,
MEDAK,RAIKODE,MAMIDIPALLE,311,264,
MEDAK,RAIKODE,MOHAMMADAPUR,193,136,1
MEDAK,RAIKODE,MORATGA,205,151,1
MEDAK,RAIKODE,NAGANPALLE,276,188,3
MEDAK,RAIKODE,NAGWAR,419,315,2
MEDAK,RAIKODE,NALLAMPALLE,288,207,
MEDAK,RAIKODE,PAMPAD,567,395,5
MEDAK,RAIKODE,PEAPADPALLE,513,344,2
MEDAK,RAIKODE,RAIKODE,942,650,2
MEDAK,RAIKODE,RAIPALLE (PATTIKAR,302,204,3
MEDAK,RAIKODE,SANGAPUR,399,271,1
MEDAK,RAIKODE,SHAMSHUDDINPUR,292,206,
MEDAK,RAIKODE,SINGITHAM,571,377,5
MEDAK,RAIKODE,SIRUR,394,296,
MEDAK,RAIKODE,YOUSUFPUR,196,127,
MEDAK,RAMAYAMPET,Akkannapet,858,433,1
MEDAK,RAMAYAMPET,Bachurajpally,369,206,1
MEDAK,RAMAYAMPET,Chalmeda,949,540,3
MEDAK,RAMAYAMPET,Damaracheru,338,225,
MEDAK,RAMAYAMPET,Danthepally,204,138,2
MEDAK,RAMAYAMPET,Dongal Dharmaram,1004,596,1
MEDAK,RAMAYAMPET,Jhansing Lingapur,483,235,
MEDAK,RAMAYAMPET,Kalwakunta,718,386,1
MEDAK,RAMAYAMPET,Katrial,568,337,
MEDAK,RAMAYAMPET,KONAPUR,557,285,
MEDAK,RAMAYAMPET,Laxmapur,371,195,
MEDAK,RAMAYAMPET,NANDIGAMA,399,249,1
MEDAK,RAMAYAMPET,Narlapur,563,308,1
MEDAK,RAMAYAMPET,Naskal,1350,833,5
MEDAK,RAMAYAMPET,NIZAMPET,1055,537,4
MEDAK,RAMAYAMPET,Parvathapur,330,190,
MEDAK,RAMAYAMPET,Ramayampet,3134,1621,12
MEDAK,RAMAYAMPET,Rayalapur,1067,554,1
MEDAK,RAMAYAMPET,Razzakpally,292,187,
MEDAK,RAMAYAMPET,Thippanagulla,409,284,2
MEDAK,RAMAYAMPET,Thonigandla,271,162,2
MEDAK,RAMAYAMPET,Venkatapur K,389,183,
MEDAK,RAMCHANDRAPURAM,BANDLAGUDA,1124,766,7
MEDAK,RAMCHANDRAPURAM,EDULANAGULAPALLE,510,340,1
MEDAK,RAMCHANDRAPURAM,KOLLUR,578,394,3
MEDAK,RAMCHANDRAPURAM,OSMAN NAGAR,172,107,
MEDAK,RAMCHANDRAPURAM,RAMACHANDRAPURAM,668,342,3
MEDAK,RAMCHANDRAPURAM,TELLAPUR,1577,850,5
MEDAK,RAMCHANDRAPURAM,VELMULA,668,437,1
MEDAK,REGODE,CHOWDERPALLY,345,227,1
MEDAK,REGODE,DEVNOOR,731,460,
MEDAK,REGODE,DOSAPALLY,566,435,3
MEDAK,REGODE,DUDYAL,435,298,
MEDAK,REGODE,GOJWADA,625,452,2
MEDAK,REGODE,JAGRIYAL,272,171,
MEDAK,REGODE,KHADRABAD,769,486,5
MEDAK,REGODE,KOTHWALPALLY,371,261,1
MEDAK,REGODE,Lingampally,398,250,
MEDAK,REGODE,MARPALLY,606,410,4
MEDAK,REGODE,MEDIKUNDA,384,275,6
MEDAK,REGODE,NIRJIPLA,318,188,
MEDAK,REGODE,PYARARAM,273,200,1
MEDAK,REGODE,R ITIKYAL,380,246,
MEDAK,REGODE,REGODE,877,501,2
MEDAK,REGODE,SAIPETA,185,158,
MEDAK,REGODE,SINDOLE,531,385,2
MEDAK,REGODE,TIMMAPUR,474,325,2
MEDAK,REGODE,USRIKPALLY,386,294,2
MEDAK,SADASIVPET,Ankenpally,216,149,
MEDAK,SADASIVPET,Aroor,306,186,
MEDAK,SADASIVPET,Athmakur,805,486,3
MEDAK,SADASIVPET,Babilgam,327,201,
MEDAK,SADASIVPET,CHANDAPUR,230,157,1
MEDAK,SADASIVPET,Enkenpally,241,180,
MEDAK,SADASIVPET,Ettigadasangam,472,345,1
MEDAK,SADASIVPET,Khambalpally ,232,160,1
MEDAK,SADASIVPET,Kolkur,444,248,1
MEDAK,SADASIVPET,KONAPUR,365,178,1
MEDAK,SADASIVPET,Machireddipally,356,268,
MEDAK,SADASIVPET,Maddikunta,705,474,1
MEDAK,SADASIVPET,Meligirpet,131,76,1
MEDAK,SADASIVPET,Mubharakpur,353,145,
MEDAK,SADASIVPET,Nagulapally   ,178,111,
MEDAK,SADASIVPET,Nandikandi,821,455,1
MEDAK,SADASIVPET,Nizampur   ,674,380,
MEDAK,SADASIVPET,Peddapur,835,499,
MEDAK,SADASIVPET,Pottipally,132,78,
MEDAK,SADASIVPET,Rejinthal,223,138,
MEDAK,SADASIVPET,SIDDAPUR,214,97,1
MEDAK,SADASIVPET,Suraram      ,192,128,
MEDAK,SADASIVPET,Thangadpally,255,151,
MEDAK,SADASIVPET,Veltoor       ,637,384,1
MEDAK,SADASIVPET,VENKATAPUR,503,366,
MEDAK,SADASIVPET,Yellaram,233,176,
MEDAK,SANGAREDDY,ARUTLA,308,214,1
MEDAK,SANGAREDDY,BYATHOLE,268,187,1
MEDAK,SANGAREDDY,CHERIYAL,634,342,1
MEDAK,SANGAREDDY,CHERLAGUDEM,388,251,1
MEDAK,SANGAREDDY,CHIDRUPPA,611,406,4
MEDAK,SANGAREDDY,CHINTALPALLE,238,121,1
MEDAK,SANGAREDDY,EDDUMAILARAM,696,345,2
MEDAK,SANGAREDDY,ERDANOOR,443,302,3
MEDAK,SANGAREDDY,FASALWADI,655,401,1
MEDAK,SANGAREDDY,INDRAKARAN,644,348,3
MEDAK,SANGAREDDY,IRIGIPALLE,172,80,
MEDAK,SANGAREDDY,ISMAILKHANPET,1217,757,8
MEDAK,SANGAREDDY,JULKAL,430,275,1
MEDAK,SANGAREDDY,KALABGOOR,771,343,4
MEDAK,SANGAREDDY,KALVEMULA,328,171,1
MEDAK,SANGAREDDY,KANDI,1299,721,3
MEDAK,SANGAREDDY,KASHIPUR,366,212,2
MEDAK,SANGAREDDY,KOTHLAPUR,427,242,1
MEDAK,SANGAREDDY,KOULAMPET,225,104,
